Product Name,Price,Rating,Reviews,Supported Apps,Operating System,Resolution,Sound System
"Hisense U6N Pro 140 cm (55 inch) Ultra HD (4K) Mini LED Smart VIDAA TV with Vision Atmos, Dts Virtual ...","47,999",4.2,213 Ratings&44 Reviews,Operating System: VIDAA,Ultra HD (4K) 3840 x 2160 Pixels,Launch Year: 2024,3 Years Comprehensive Warranty
Blaupunkt CyberSound G2 Series 126 cm (50 inch) Ultra HD (4K) LED Smart Google TV with Dolby Digital P...,"24,999",4.5,"7,845 Ratings&1,804 Reviews",Operating System: Google TV,Ultra HD (4K) 3840 x 2160 Pixels,Launch Year: 2023,1 Year Warranty on Product and 6 Months Warranty on Accessories
LG UR75 126 cm (50 inch) Ultra HD (4K) LED Smart WebOS TV 2025 Edition with Alpha5 AI Processor 4K Gen...,"38,990",4.4,"20,210 Ratings&1,530 Reviews",Operating System: WebOS,Ultra HD (4K) 3840 x 2160 Pixels,Launch Year: 2025,1 Year Warranty from the date of purchase (T&C Apply)
XIAOMI X Pro CineMagiQLED 108 cm (43 inch) QLED Ultra HD (4K) Smart Google TV 2025 Edition,"31,999",3.3,31 Ratings&1 Reviews,Operating System: Google TV,Ultra HD (4K) 3840 x 2160 Pixels,Launch Year: 2025,2 year comprehensive warranty
Mi by Xiaomi X Series 138 cm (55 inch) Ultra HD (4K) LED Smart Google TV with 4K Dolby Vision | HDR 10...,"33,999",4.3,"1,26,886 Ratings&11,498 Reviews",Operating System: Google TV,Ultra HD (4K) 3840 x 2160 Pixels,Launch Year: 2023,1 Year Warranty on Product and 2 Years Warranty on Panel
"LG UQ7550 139 cm (55 inch) Ultra HD (4K) LED Smart WebOS TV with Alpha5 AI Processor Gen5, AI Sound Pr...","43,990",4.4,"4,335 Ratings&327 Reviews",Operating System: WebOS,Ultra HD (4K) 3840 x 2160 Pixels,Launch Year: 2023,1 Year Standard Warranty on the Product from the Date of Purchase. (T&C Apply)
LG 80 cm (32 inch) HD Ready LED Smart WebOS TV 2025 Edition with | Alpha5 Gen 6 AI Processor | 100+ Fr...,"15,990",4.3,"27,667 Ratings&1,736 Reviews",Operating System: WebOS,HD Ready 1366 x 768 Pixels,Launch Year: 2025,1 Year Comprehensive Warranty
InnoQ Sounbar 60 cm (24 inch) HD Ready LED Smart Android TV with 30W Front Boom Speakers | 1000+ Smart...,"5,799",4,"5,393 Ratings&616 Reviews",Operating System: Android,HD Ready 1366 x 768 Pixels,Launch Year: 2024,2 Year Warranty (1 Year Standard Warranty + 1 Year additional warranty on purchasefrom 7th Feb'25 to 12th Feb'25 and 22nd Feb'25 to 28th Feb'25)
"LG UQ7550 108 cm (43 inch) Ultra HD (4K) LED Smart WebOS TV with Alpha5 AI Processor Gen5, AI Sound Pr...","32,990",4.4,"4,335 Ratings&327 Reviews",Operating System: WebOS,Ultra HD (4K) 3840 x 2160 Pixels,Launch Year: 2023,1 Year Standard Warranty on the Product from the Date of Purchase. (T&C Apply)
Dor 109 cm (43 inch) QLED Ultra HD (4K) Smart Dor OS TV 24+ OTT Apps including Prime Video / JioHotsta...,"20,999",3.7,"4,082 Ratings&674 Reviews",Operating System: Dor OS,Ultra HD (4K) 3840 x 2160 Pixels,Launch Year: 2024,2 Years Comprehensive Brand Warranty
"Foxsky 139 cm (55 inch) QLED Ultra HD (4K) Smart Google TV Dolby Audio, HDR10 ( 2024)","27,999",4.2,"2,450 Ratings&760 Reviews",Operating System: Google TV,Ultra HD (4K) 3840 x 2160 Pixels,Launch Year: 2024,1 Year Warranty
SAMSUNG Crystal Vision 4K iSmart with Voice Assistant 163 cm (65 inch) Ultra HD (4K) LED Smart Tizen T...,"67,999",4.3,"45,698 Ratings&3,497 Reviews",Operating System: Tizen,Ultra HD (4K) 3840 x 2160 Pixels,Launch Year: 2023,1 Year Comprehensive Warranty on Product and 1 Year Additional Warranty on Panel
"LG UR7500 108 cm (43 inch) Ultra HD (4K) LED Smart WebOS TV with Alpha5 AI Processor 4K Gen6, AI Pictu...","30,990",4.4,"20,210 Ratings&1,530 Reviews",Operating System: WebOS,Ultra HD (4K) 3840 x 2160 Pixels,Launch Year: 2023,1 Year Standard Warranty on the Product from the Date of Purchase. (T&C Apply)
LG LR57 80 cm (32 inch) HD Ready LED Smart WebOS TV 2025 Edition with | Alpha5 Gen 6 AI Processor | 10...,"14,490",4.4,"68,382 Ratings&5,613 Reviews",Operating System: WebOS,HD Ready 1366 x 768 Pixels,Launch Year: 2025,1-Year Warranty from the date of purchase
SONY 80 cm (32 inch) HD Ready LED Smart Google TV,"26,990",4.6,690 Ratings&92 Reviews,Operating System: Google TV,HD Ready 1366 x 768 Pixels,Launch Year: 2024,1 Year Warranty
TCL L4B 79.97 cm (32 inch) HD Ready LED Smart Android TV with Metallic Bezel Less and Chromecast built...,"9,490",4.1,"37,239 Ratings&3,047 Reviews",Operating System: Android,HD Ready 1366 x 768 Pixels,Launch Year: 2024,1 Year Warranty
InnoQ Spectra 108 cm (43 inch) Full HD LED Smart Android TV with 30W Boom Speakers | 1000+ Smart Apps ...,"12,990",4,"5,393 Ratings&616 Reviews",Operating System: Android,Full HD 1920 x 1080 Pixels,Launch Year: 2024,2 Year Warranty (1 Year Standard Warranty + 1 Year additional warranty on purchasefrom 7th Feb'25 to 12th Feb'25 and 22nd Feb'25 to 28th Feb'25)
"LG UQ7500 108 cm (43 inch) Ultra HD (4K) LED Smart WebOS TV with Mode, AI Sound & Active HDR","36,900",4.4,"18,266 Ratings&2,011 Reviews",Operating System: WebOS,Ultra HD (4K) 3840 x 2160 Pixels,Launch Year: 2022,1 Year Standard Warranty on the Product from the Date of Purchase. (T&C Apply)
Sansui 140 cm (55 inch) QLED Ultra HD (4K) Smart Google TV IPS Display | Dolby Vision & Atmos | DTS So...,"36,950",4.2,744 Ratings&108 Reviews,Operating System: Google TV,Ultra HD (4K) 3840 x 2160 Pixels,Launch Year: 2022,1 Year Comprehensive Warranty on Product and 1 Year Additional Warranty on Panel
"Daiwa 109 cm (43 inch) QLED Ultra HD (4K) Smart WebOS TV Bezelless design,LG ThinQ and Dolby Audio","21,999",4.2,"1,270 Ratings&291 Reviews",Operating System: WebOS,Ultra HD (4K) 3840 x 2160 Pixels,Launch Year: 2024,1 year Comprehensive Warranty on Product
Thomson Alpha QLED 60 cm (24 inch) QLED HD Ready Smart Linux TV 2025 Edition 24W Sound Output | Web Br...,"6,799",4,172 Ratings&33 Reviews,Operating System: Linux,HD Ready 1366 x 768 Pixels,Launch Year: 2025,1 Year Warranty on Product & 6 Months on Accessories
Foxsky 102 cm (40 inch) Full HD LED Smart Android TV,"11,999",4.1,"6,442 Ratings&1,497 Reviews",Operating System: Android,Full HD 1920 x 1080 Pixels,Launch Year: 2023,1 Year Standard Manufacturer Warranty from SkyWall
XIAOMI X Pro CineMagiQLED 165 cm (65 inch) QLED Ultra HD (4K) Smart Google TV 2025 Edition,"64,999",3.3,31 Ratings&1 Reviews,Operating System: Google TV,Ultra HD (4K) 3840 x 2160 Pixels,Launch Year: 2025,2 year comprehensive warranty
InnoQ Spectra 102 cm (40 inch) Full HD LED Smart Android TV with 30W Boom Speakers | 1000+ Smart Apps ...,"11,490",4,"5,393 Ratings&616 Reviews",Operating System: Android,Full HD 1920 x 1080 Pixels,Launch Year: 2024,2 Year Warranty (1 Year Standard Warranty + 1 Year additional warranty on purchasefrom 7th Feb'25 to 12th Feb'25 and 22nd Feb'25 to 28th Feb'25)
TCL V5C 80 cm (32 inch) QLED Full HD Smart Google TV 2025 Edition 100% Color Volume Plus | 24W Dolby A...,"14,990",3.6,45 Ratings&3 Reviews,Operating System: Google TV,Full HD 1920 x 1080 Pixels,Launch Year: 2025,1 Year Product Warranty
Thomson Alpha 60 cm (24 Inch) HD Ready LED Smart Linux TV with 20 W Sound Output,"5,999",4.3,"46,292 Ratings&6,100 Reviews",Operating System: Linux,HD Ready 1366 x 768 Pixels,Launch Year: 2023,1 Year Warranty on Product and 6 Months Warranty on Accessories
LG UR75 126 cm (50 inch) Ultra HD (4K) LED Smart WebOS TV 2025 Edition with Alpha5 AI Processor 4K Gen...,"38,990",4.4,"20,210 Ratings&1,530 Reviews",Operating System: WebOS,Ultra HD (4K) 3840 x 2160 Pixels,Launch Year: 2025,1 Year Warranty from the date of purchase (T&C Apply)
XIAOMI X Pro CineMagiQLED 108 cm (43 inch) QLED Ultra HD (4K) Smart Google TV 2025 Edition,"31,999",3.3,31 Ratings&1 Reviews,Operating System: Google TV,Ultra HD (4K) 3840 x 2160 Pixels,Launch Year: 2025,2 year comprehensive warranty
Coocaa Frameless 138 cm (55 inch) Ultra HD (4K) LED Smart Google TV with HDR 10+ Dolby Vision Dolby At...,"30,999",4.2,516 Ratings&74 Reviews,Operating System: Google TV,Ultra HD (4K) 3840 x 2160 Pixels,Launch Year: 2024,1 Year Domestic Warranty
Coocaa Frameless 108 cm (43 inch) Ultra HD (4K) LED Smart Google TV with HDR 10+ Dolby Vision Dolby At...,"21,999",4.2,516 Ratings&74 Reviews,Operating System: Google TV,Ultra HD (4K) 3840 x 2160 Pixels,Launch Year: 2024,1 Year Domestic Warranty
SAMSUNG Crystal Vision 4K iSmart with Voice Assistant 138 cm (55 inch) Ultra HD (4K) LED Smart Tizen T...,"43,990",4.3,"45,698 Ratings&3,497 Reviews",Operating System: Tizen,Ultra HD (4K) 3840 x 2160 Pixels,Launch Year: 2023,1 Year Comprehensive Warranty on Product and 1 Year Additional Warranty on Panel
Blaupunkt Cybersound 98 cm (40 Inch) HD Ready LED Smart Android TV with 40W Speaker,"15,499",4.4,"16,270 Ratings&3,467 Reviews",Operating System: Android,HD Ready 1366 x 768 Pixels,Launch Year: 2022,1 Year Warranty on Product and 6 Months on Accessories
LG 80 cm (32 inch) HD Ready LED Smart WebOS TV 2025 Edition with | Alpha5 Gen 6 AI Processor | 100+ Fr...,"15,990",4.3,"27,667 Ratings&1,736 Reviews",Operating System: WebOS,HD Ready 1366 x 768 Pixels,Launch Year: 2025,1 Year Comprehensive Warranty
InnoQ Sounbar 60 cm (24 inch) HD Ready LED Smart Android TV with 30W Front Boom Speakers | 1000+ Smart...,"5,799",4,"5,393 Ratings&616 Reviews",Operating System: Android,HD Ready 1366 x 768 Pixels,Launch Year: 2024,2 Year Warranty (1 Year Standard Warranty + 1 Year additional warranty on purchasefrom 7th Feb'25 to 12th Feb'25 and 22nd Feb'25 to 28th Feb'25)
"Infinix 109 cm (43 inch) QLED Ultra HD (4K) Smart WebOS TV 1.07 Billion Colors, HDR support. Cinematic...","22,999",4.1,"2,633 Ratings&319 Reviews",Operating System: WebOS,Ultra HD (4K) 3840 x 2160 Pixels,Launch Year: 2023,1 Year Domestic Warranty on the Product
KODAK Matrix 189 cm (75 inch) QLED Ultra HD (4K) Smart Google TV With Dolby Atmos and Dolby Vision,"73,999",4.8,6 Ratings&0 Reviews,Operating System: Google TV,Ultra HD (4K) 3840 x 2160 Pixels,Launch Year: 2023,1 Year Warranty on Product and 6 Months Warranty on Accessories
"LG UR7500 108 cm (43 inch) Ultra HD (4K) LED Smart WebOS TV with Alpha5 AI Processor 4K Gen6, AI Pictu...","30,990",4.4,"20,210 Ratings&1,530 Reviews",Operating System: WebOS,Ultra HD (4K) 3840 x 2160 Pixels,Launch Year: 2023,1 Year Standard Warranty on the Product from the Date of Purchase. (T&C Apply)
LG LR57 80 cm (32 inch) HD Ready LED Smart WebOS TV 2025 Edition with | Alpha5 Gen 6 AI Processor | 10...,"14,490",4.4,"68,382 Ratings&5,613 Reviews",Operating System: WebOS,HD Ready 1366 x 768 Pixels,Launch Year: 2025,1-Year Warranty from the date of purchase
"Hisense A6K 126 cm (50 inch) Ultra HD (4K) LED Smart Google TV with Hands Free Voice Control, 120 High...","29,999",4.3,"9,467 Ratings&1,281 Reviews",Operating System: Google TV,Ultra HD (4K) 3840 x 2160 Pixels,Launch Year: 2023,2 Years Comprehensive Warranty
acerpure Swift TV by Acer (2024 Series) 139 cm (55 inch) Ultra HD (4K) LED Smart Google TV with Bezel-...,"33,999",4.2,"3,390 Ratings&437 Reviews",Operating System: Google TV,Ultra HD (4K) 3840 x 2160 Pixels,Launch Year: 2024,1 Year Comprehensive Warranty On Product
ONIDA 108 cm (43 inch) Ultra HD (4K) LED Smart Google TV with Dolby Atmos Vision & HDR10,"23,490",4.1,"1,126 Ratings&174 Reviews",Operating System: Google TV,Ultra HD (4K) 3840 x 2160 Pixels,Launch Year: 2023,1 Year Warranty on the Product
Mi by Xiaomi X Pro 125 cm (50 inch) Ultra HD (4K) LED Smart Google TV with Dolby Vision IQ | HDR10+ | ...,"34,990",4.3,"29,332 Ratings&2,868 Reviews",Operating System: Google TV,Ultra HD (4K) 3840 x 2160 Pixels,Launch Year: 2023,1 Year Warranty on Product and 2 Years Warranty on Panel
"LG UQ7550 108 cm (43 inch) Ultra HD (4K) LED Smart WebOS TV with Alpha5 AI Processor Gen5, AI Sound Pr...","32,990",4.4,"4,335 Ratings&327 Reviews",Operating System: WebOS,Ultra HD (4K) 3840 x 2160 Pixels,Launch Year: 2023,1 Year Standard Warranty on the Product from the Date of Purchase. (T&C Apply)
InnoQ Spectra 108 cm (43 inch) Full HD LED Smart Android TV with 30W Boom Speakers | 1000+ Smart Apps ...,"12,990",4,"5,393 Ratings&616 Reviews",Operating System: Android,Full HD 1920 x 1080 Pixels,Launch Year: 2024,2 Year Warranty (1 Year Standard Warranty + 1 Year additional warranty on purchasefrom 7th Feb'25 to 12th Feb'25 and 22nd Feb'25 to 28th Feb'25)
SONY Bravia X75L 163.9 cm (65 inch) Ultra HD (4K) LED Smart Google TV,"77,990",4.7,"2,766 Ratings&406 Reviews",Operating System: Google TV,Ultra HD (4K) 3840 x 2160 Pixels,Launch Year: 2023,1 Year Warranty
Mi 4A 80 cm (32 inch) HD Ready LED Smart Android TV,"12,999",4.4,"2,21,926 Ratings&21,010 Reviews",Operating System: Android,HD Ready 1366 x 768 Pixels,Launch Year: 2019,1 Year Warranty on Product and 2 Years Warranty on Panel OEM Warranty activation starts from the date of delivery
"LG UQ7500 108 cm (43 inch) Ultra HD (4K) LED Smart WebOS TV with Mode, AI Sound & Active HDR","36,900",4.4,"18,266 Ratings&2,011 Reviews",Operating System: WebOS,Ultra HD (4K) 3840 x 2160 Pixels,Launch Year: 2022,1 Year Standard Warranty on the Product from the Date of Purchase. (T&C Apply)
XIAOMI X Pro CineMagiQLED 165 cm (65 inch) QLED Ultra HD (4K) Smart Google TV 2025 Edition,"64,999",3.3,31 Ratings&1 Reviews,Operating System: Google TV,Ultra HD (4K) 3840 x 2160 Pixels,Launch Year: 2025,2 year comprehensive warranty
Thomson FA Series 80 cm (32 inch) HD Ready LED Smart Android TV with Dolby Digital Plus & Android 11,"9,999",4.3,"1,24,547 Ratings&21,701 Reviews",Operating System: Android,HD Ready 1366 x 768 Pixels,Launch Year: 2023,1 Year Warranty on Product and 6 Months Warranty on Accessories
Thomson FA Series 100 cm (40 inch) Full HD LED Smart Android TV with Dolby Digital Plus & Android 11,"14,499",4.3,"1,24,547 Ratings&21,701 Reviews",Operating System: Android,Full HD 1920 x 1080 Pixels,Launch Year: 2023,1 Year Warranty on Product and 6 Months Warranty on Accessories
acerpure Swift TV by Acer (2024 Series) 164 cm (65 inch) Ultra HD (4K) LED Smart Google TV with Bezel-...,"38,999",4.2,"3,390 Ratings&437 Reviews",Operating System: Google TV,Ultra HD (4K) 3840 x 2160 Pixels,Launch Year: 2024,1 Year Comprehensive Warranty On Product
Reliance 109 cm (43 inch) Full HD LED Smart Google TV 2025 Edition with Next Generation Google Smart F...,"18,999",3.7,113 Ratings&11 Reviews,Operating System: Google TV,Full HD 1920 x 1080 Pixels,Launch Year: 2025,1 year comprehensive brand warranty
"iFFALCON by TCL U62 126 cm (50 inch) Ultra HD (4K) LED Smart Google TV with 24W Dolby Audio, HDR10 and...","19,999",4.2,"77,110 Ratings&8,362 Reviews",Operating System: Google TV,Ultra HD (4K) 3840 x 2160 Pixels,Launch Year: 2022,1 Year Warranty
iFFALCON by TCL 108 cm (43 inch) QLED Ultra HD (4K) Smart Google TV With Dolby Atmos Vision & HDR10,"21,999",4.2,"3,769 Ratings&432 Reviews",Operating System: Google TV,Ultra HD (4K) 3840 x 2160 Pixels,Launch Year: 2023,1 Year Warranty
SAMSUNG Crystal Vision 4K iSmart with Voice Assistant 108 cm (43 inch) Ultra HD (4K) LED Smart Tizen T...,"29,999",4.3,"45,698 Ratings&3,497 Reviews",Operating System: Tizen,Ultra HD (4K) 3840 x 2160 Pixels,Launch Year: 2023,1 Year Comprehensive Warranty on Product and 1 Year Additional Warranty on Panel
Infinix 109 cm (43 inch) QLED Ultra HD (4K) Smart Google TV,"18,499",4,940 Ratings&110 Reviews,Operating System: Google TV,Ultra HD (4K) 3840 x 2160 Pixels,Launch Year: 2024,1 Year Warranty on Product
SAMSUNG Vivid Pro 189 cm (75 inch) Ultra HD (4K) LED Smart Tizen TV,"1,05,990",4.3,54 Ratings&4 Reviews,Operating System: Tizen,Ultra HD (4K) 3840 x 2160 Pixels,Launch Year: 2024,2 Year Warranty (1 Year Standard Warranty + 1 Year additional warranty on Panel)
SONY Bravia X64L 108 cm (43 inch) Ultra HD (4K) LED Smart Google TV,"37,990",4.6,"26,162 Ratings&4,502 Reviews",Operating System: Google TV,Ultra HD (4K) 3840 x 2160 Pixels,Launch Year: 2023,1 Year Warranty on the Product
"Infinix Zero 138 cm (55 inch) QLED Ultra HD (4K) Smart Android TV QLED Technology, 1.07 Color, Vivid &...","32,999",4.3,339 Ratings&68 Reviews,Operating System: Android,Ultra HD (4K) 3840 x 2160 Pixels,Launch Year: 2022,1 Year Domestic Warranty on the Product
"Hisense A6K 126 cm (50 inch) Ultra HD (4K) LED Smart Google TV with Hands Free Voice Control, 120 High...","29,999",4.3,"9,467 Ratings&1,281 Reviews",Operating System: Google TV,Ultra HD (4K) 3840 x 2160 Pixels,Launch Year: 2023,2 Years Comprehensive Warranty
"ZEBRONICS 80 cm (32 inch) HD Ready LED Smart Android Based TV with Contrast ratio 1200:1, Pixel pitch ...","8,999",3.8,4 Ratings&0 Reviews,Operating System: Android Based,HD Ready 1366 x 768 Pixels,Launch Year: 2024,1 Year warranty on product
SONY Bravia X75L 138.8 cm (55 inch) Ultra HD (4K) LED Smart Google TV,"57,990",4.7,"2,766 Ratings&406 Reviews",Operating System: Google TV,Ultra HD (4K) 3840 x 2160 Pixels,Launch Year: 2023,1 Year Warranty
XIAOMI X Pro CineMagiQLED 138 cm (55 inch) QLED Ultra HD (4K) Smart Google TV 2025 Edition,"44,999",3.3,31 Ratings&1 Reviews,Operating System: Google TV,Ultra HD (4K) 3840 x 2160 Pixels,Launch Year: 2025,2 year comprehensive warranty
Blaupunkt Cybersound 98 cm (40 Inch) HD Ready LED Smart Android TV with 40W Speaker,"15,499",4.4,"16,270 Ratings&3,467 Reviews",Operating System: Android,HD Ready 1366 x 768 Pixels,Launch Year: 2022,1 Year Warranty on Product and 6 Months on Accessories
Sansui 127 cm (50 inch) Ultra HD (4K) LED Smart Google TV with Zen Panel IPS display Dolby Audio & Fil...,"29,490",4.2,"2,704 Ratings&241 Reviews",Operating System: Google TV,Ultra HD (4K) 3840 x 2160 Pixels,Launch Year: 2023,1 Year Comprehensive Warranty on Product and 1 Year Additional Warranty on Panel
Vu 108 cm (43 inch) Ultra HD (4K) LED Smart Google TV,"19,999",4.2,"4,366 Ratings&720 Reviews",Operating System: Google TV,Ultra HD (4K) 3840 x 2160 Pixels,Launch Year: 2023,1 Year Warranty on the Product
SAMSUNG 80 cm (32 inch) HD Ready LED Smart Tizen TV with SMART TV TIZEN HD,"18,099",4.4,"1,60,971 Ratings&11,606 Reviews",Operating System: Tizen,HD Ready 1366 x 768 Pixels,Launch Year: 2020,1 Year Comprehensive Warranty on Product and 1 Year Additional on Panel
Blaupunkt 164 cm (65 inch) QLED Ultra HD (4K) Smart Google TV with 60W Sound Output HDR 10 | Dolby Atm...,"42,999",4.5,"10,083 Ratings&2,532 Reviews",Operating System: Google TV,Ultra HD (4K) 3840 x 2160 Pixels,Launch Year: 2022,1 Year Warranty on Product and 6 Months on Accessories
Blaupunkt CyberSound G2 Series 139 cm (55 inch) Ultra HD (4K) LED Smart Google TV with Dolby Digital P...,"29,999",4.5,"7,845 Ratings&1,804 Reviews",Operating System: Google TV,Ultra HD (4K) 3840 x 2160 Pixels,Launch Year: 2023,1 Year Warranty on Product and 6 Months Warranty on Accessories
Blaupunkt 189 cm (75 inch) QLED Ultra HD (4K) Smart Google TV Dolby Vision & Atmos,"74,999",4.5,"10,083 Ratings&2,532 Reviews",Operating System: Google TV,Ultra HD (4K) 3840 x 2160 Pixels,Launch Year: 2023,1 Year Warranty on Product and 6 Months Warranty on Accessories
"iFFALCON by TCL U64 164 cm (65 inch) Ultra HD (4K) LED Smart Google TV with 24W Dolby Audio, HDR10","38,999",4.2,"77,110 Ratings&8,362 Reviews",Operating System: Google TV,Ultra HD (4K) 3840 x 2160 Pixels,Launch Year: 2024,1 Year Warranty on Product
Foxsky 127 cm (50 inch) Ultra HD (4K) LED Smart Android TV,"23,999",3.7,179 Ratings&40 Reviews,Operating System: Android,Ultra HD (4K) 3840 x 2160 Pixels,Launch Year: 2023,1 Year Standard Manufacturer Warranty from SkyWall
Reliance 80 cm (32 inch) Full HD LED Smart WebOS TV with Next Generation ThinQ AI Smart WebOS Platform...,"13,499",4.3,42 Ratings&5 Reviews,Operating System: WebOS,Full HD 1920 x 1080 Pixels,Launch Year: 2024,1 year comprehensive brand warranty
TOSHIBA C350LP Series 126 cm (50 inch) Ultra HD (4K) LED Smart Google TV with Dolby Vision Atmos and R...,"32,299",4.3,"2,280 Ratings&335 Reviews",Operating System: Google TV,Ultra HD (4K) 3840 x 2160 Pixels,Launch Year: 2022,2 Years Warranty on Product and Panel
LG UR75 126 cm (50 inch) Ultra HD (4K) LED Smart WebOS TV 2025 Edition with Alpha5 AI Processor 4K Gen...,"38,990",4.4,"20,210 Ratings&1,530 Reviews",Operating System: WebOS,Ultra HD (4K) 3840 x 2160 Pixels,Launch Year: 2025,1 Year Warranty from the date of purchase (T&C Apply)
XIAOMI X Pro CineMagiQLED 108 cm (43 inch) QLED Ultra HD (4K) Smart Google TV 2025 Edition,"31,999",3.3,31 Ratings&1 Reviews,Operating System: Google TV,Ultra HD (4K) 3840 x 2160 Pixels,Launch Year: 2025,2 year comprehensive warranty
TOSHIBA C350LP 108 cm (43 inch) Ultra HD (4K) LED Smart Google TV with Dolby Vision Atmos and REGZA En...,"24,999",4.3,"2,280 Ratings&335 Reviews",Operating System: Google TV,Ultra HD (4K) 3840 x 2160 Pixels,Launch Year: 2022,2 Years Warranty on Product and Panel
Haier 108 cm (43 inch) QLED Ultra HD (4K) Smart Google TV,"36,990",4.5,11 Ratings&2 Reviews,Operating System: Google TV,Ultra HD (4K) 3840 x 2160 Pixels,Launch Year: 2023,1 Year Comprehensive Warranty and 1 Year Warranty Additional
Daiwa 140 cm (55 inch) Ultra HD (4K) LED Smart WebOS TV,"25,499",4.2,5 Ratings&2 Reviews,Operating System: WebOS,Ultra HD (4K) 3840 x 2160 Pixels,Launch Year: 2024,1 Year Warranty
"iFFALCON by TCL U62 139 cm (55 inch) Ultra HD (4K) LED Smart Google TV with 24W Dolby Audio, HDR10 and...","22,999",4.2,"77,110 Ratings&8,362 Reviews",Operating System: Google TV,Ultra HD (4K) 3840 x 2160 Pixels,Launch Year: 2022,1 Year Warranty
LG 80 cm (32 inch) HD Ready LED Smart WebOS TV 2025 Edition with | Alpha5 Gen 6 AI Processor | 100+ Fr...,"15,990",4.3,"27,667 Ratings&1,736 Reviews",Operating System: WebOS,HD Ready 1366 x 768 Pixels,Launch Year: 2025,1 Year Comprehensive Warranty
InnoQ Sounbar 60 cm (24 inch) HD Ready LED Smart Android TV with 30W Front Boom Speakers | 1000+ Smart...,"5,799",4,"5,393 Ratings&616 Reviews",Operating System: Android,HD Ready 1366 x 768 Pixels,Launch Year: 2024,2 Year Warranty (1 Year Standard Warranty + 1 Year additional warranty on purchasefrom 7th Feb'25 to 12th Feb'25 and 22nd Feb'25 to 28th Feb'25)
Reliance 80 cm (32 inch) Full HD LED Smart WebOS TV with Fremless Design and Magic Voice Remote.,"13,499",3.9,456 Ratings&42 Reviews,Operating System: WebOS,Full HD 1920 x 1080 Pixels,Launch Year: 2024,1 year comprehensive brand warranty
"LG UR7500 108 cm (43 inch) Ultra HD (4K) LED Smart WebOS TV with Alpha5 AI Processor 4K Gen6, AI Pictu...","30,990",4.4,"20,210 Ratings&1,530 Reviews",Operating System: WebOS,Ultra HD (4K) 3840 x 2160 Pixels,Launch Year: 2023,1 Year Standard Warranty on the Product from the Date of Purchase. (T&C Apply)
"LG UQ7550 108 cm (43 inch) Ultra HD (4K) LED Smart WebOS TV with Alpha5 AI Processor Gen5, AI Sound Pr...","32,990",4.4,"4,335 Ratings&327 Reviews",Operating System: WebOS,Ultra HD (4K) 3840 x 2160 Pixels,Launch Year: 2023,1 Year Standard Warranty on the Product from the Date of Purchase. (T&C Apply)
SAMSUNG New D Series Brighter Crystal 4K Vivid (2024 Edition) 163 cm (65 inch) Ultra HD (4K) LED Smart...,"65,990",4.3,"16,950 Ratings&1,200 Reviews",Operating System: Tizen,Ultra HD (4K) 3840 x 2160 Pixels,Launch Year: 2024,2 Year Warranty (1 Year Standard Warranty + 1 Year additional warranty on Panel)
XIAOMI X Pro CineMagiQLED 165 cm (65 inch) QLED Ultra HD (4K) Smart Google TV 2025 Edition,"64,999",3.3,31 Ratings&1 Reviews,Operating System: Google TV,Ultra HD (4K) 3840 x 2160 Pixels,Launch Year: 2025,2 year comprehensive warranty
Hisense Tornado 139 cm (55 inch) QLED Ultra HD (4K) Smart VIDAA TV,"44,999",4.3,138 Ratings&29 Reviews,Operating System: VIDAA,Ultra HD (4K) 3840 x 2160 Pixels,Launch Year: 2023,2 Years Warranty on Product
Mi by Xiaomi X Series 108 cm (43 inch) Ultra HD (4K) LED Smart Android TV with 4K Dolby Vision | HDR10...,"42,999",4.3,"1,26,886 Ratings&11,498 Reviews",Operating System: Android,Ultra HD (4K) 3840 x 2160 Pixels,Launch Year: 2022,1 Year Warranty on Product and 2 Years Warranty on Panel OEM Warranty activation starts from the date of delivery
LG LR57 80 cm (32 inch) HD Ready LED Smart WebOS TV 2025 Edition with | Alpha5 Gen 6 AI Processor | 10...,"14,490",4.4,"68,382 Ratings&5,613 Reviews",Operating System: WebOS,HD Ready 1366 x 768 Pixels,Launch Year: 2025,1-Year Warranty from the date of purchase
InnoQ Spectra 108 cm (43 inch) Full HD LED Smart Android TV with 30W Boom Speakers | 1000+ Smart Apps ...,"12,990",4,"5,393 Ratings&616 Reviews",Operating System: Android,Full HD 1920 x 1080 Pixels,Launch Year: 2024,2 Year Warranty (1 Year Standard Warranty + 1 Year additional warranty on purchasefrom 7th Feb'25 to 12th Feb'25 and 22nd Feb'25 to 28th Feb'25)
"ONIDA 80.01 cm (32 inch) HD Ready LED Smart Android TV with Dolby Audio, HDR10","13,300",4.2,688 Ratings&76 Reviews,Operating System: Android,HD Ready 1366 x 768 Pixels,Launch Year: 2023,1 Year Warranty on the Product
Reliance 80 cm (32 inch) HD Ready LED Smart Google TV 2025 Edition with Next Generation Google Smart Q...,"12,999",3.7,113 Ratings&11 Reviews,Operating System: Google TV,HD Ready 1366 x 768 Pixels,Launch Year: 2025,1 year comprehensive brand warranty
